track_name,track_id,track_duration,track_popularity,track_url,track_uri,track_danceability,track_energy,track_key,track_loudness,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_time_signature
PLAYA SATURNO INTRO,2M3GwgWQ2Z0swHkap5gWCm,75.415,60,https://open.spotify.com/track/2M3GwgWQ2Z0swHkap5gWCm,spotify:track:2M3GwgWQ2Z0swHkap5gWCm,0.322,0.53,1,-10.105,0.0532,0.869,1.69e-05,0.355,0.608,85.757,4
CUANDO BAJE EL SOL,4OVHxReloGwGriqVFF2M79,166.739,70,https://open.spotify.com/track/4OVHxReloGwGriqVFF2M79,spotify:track:4OVHxReloGwGriqVFF2M79,0.756,0.794,9,-2.4,0.0641,0.327,0.0,0.334,0.568,99.977,4
AL CALLAO',110wwp2SRousmXjvx8zIoI,242.819,78,https://open.spotify.com/track/110wwp2SRousmXjvx8zIoI,spotify:track:110wwp2SRousmXjvx8zIoI,0.682,0.688,11,-3.836,0.247,0.284,1.67e-06,0.11,0.709,104.992,4
CUKI,3tYDYSZU2Wn7zudbFEJeko,165.714,67,https://open.spotify.com/track/3tYDYSZU2Wn7zudbFEJeko,spotify:track:3tYDYSZU2Wn7zudbFEJeko,0.809,0.767,8,-4.155,0.0439,0.057,0.00028,0.142,0.415,99.969,4
NO ME LA MOLESTE,2BuCjLttbLSiPx8sJKBt9b,221.607,65,https://open.spotify.com/track/2BuCjLttbLSiPx8sJKBt9b,spotify:track:2BuCjLttbLSiPx8sJKBt9b,0.821,0.813,1,-2.871,0.0851,0.444,0.00455,0.137,0.847,91.009,4
PICARDÍA,05OnZaYopHpb0z7ktT2FIF,215.172,77,https://open.spotify.com/track/05OnZaYopHpb0z7ktT2FIF,spotify:track:05OnZaYopHpb0z7ktT2FIF,0.655,0.617,2,-3.616,0.17,0.0934,6.17e-06,0.487,0.626,173.891,4
PONTE NASTY,1cNJ9ODOJF8b6AjhzoYdkv,242.908,66,https://open.spotify.com/track/1cNJ9ODOJF8b6AjhzoYdkv,spotify:track:1cNJ9ODOJF8b6AjhzoYdkv,0.866,0.511,7,-2.941,0.33,0.241,0.0,0.128,0.582,90.85,4
INQUIETO,4TL3dMZzEQZxVyZTfeRlav,222.0,65,https://open.spotify.com/track/4TL3dMZzEQZxVyZTfeRlav,spotify:track:4TL3dMZzEQZxVyZTfeRlav,0.644,0.798,1,-3.823,0.147,0.27,7.05e-05,0.0914,0.693,89.013,4
HOY AQUÍ,2jMt8GoQ4RGxAIMvWJyWeL,187.826,71,https://open.spotify.com/track/2jMt8GoQ4RGxAIMvWJyWeL,spotify:track:2jMt8GoQ4RGxAIMvWJyWeL,0.776,0.758,3,-2.224,0.0745,0.589,1.32e-06,0.12,0.532,91.936,4
CELEBRANDO,4KrNCWx08dZr11kGIUHuuX,207.15,68,https://open.spotify.com/track/4KrNCWx08dZr11kGIUHuuX,spotify:track:4KrNCWx08dZr11kGIUHuuX,0.825,0.82,4,-1.932,0.0673,0.127,0.000335,0.465,0.296,100.057,4
NO ME SORPRENDE,0s5FgdxYJm0tB68OICOglY,210.994,62,https://open.spotify.com/track/0s5FgdxYJm0tB68OICOglY,spotify:track:0s5FgdxYJm0tB68OICOglY,0.713,0.74,6,-4.391,0.0371,0.2,0.000118,0.325,0.835,139.938,4
DILUVIO,2kz1YOhJiNubjigR1gB1VX,197.052,90,https://open.spotify.com/track/2kz1YOhJiNubjigR1gB1VX,spotify:track:2kz1YOhJiNubjigR1gB1VX,0.795,0.845,9,-3.502,0.0681,0.343,1.78e-05,0.224,0.681,94.969,4
SI TE PEGAS,7kyLtcgYgQPrXkxtAb72iY,183.652,70,https://open.spotify.com/track/7kyLtcgYgQPrXkxtAb72iY,spotify:track:7kyLtcgYgQPrXkxtAb72iY,0.833,0.899,11,-2.515,0.0533,0.422,0.00288,0.184,0.559,115.008,4
BABY HELLO,21N77gfWYoQDvrLvaeiQgi,222.461,78,https://open.spotify.com/track/21N77gfWYoQDvrLvaeiQgi,spotify:track:21N77gfWYoQDvrLvaeiQgi,0.893,0.773,1,-3.733,0.0483,0.164,3.01e-06,0.429,0.842,130.013,4
SATURNO,2OZsedyLpIuOVRVODdhaMZ,91.5,53,https://open.spotify.com/track/2OZsedyLpIuOVRVODdhaMZ,spotify:track:2OZsedyLpIuOVRVODdhaMZ,0.726,0.734,7,-7.393,0.0706,0.00268,0.867,0.113,0.0962,124.071,4
PUNTO 40,4UGqAW9i7NtE5mW9xzm6yk,190.654,75,https://open.spotify.com/track/4UGqAW9i7NtE5mW9xzm6yk,spotify:track:4UGqAW9i7NtE5mW9xzm6yk,0.829,0.857,0,-0.484,0.0842,0.00112,0.015,0.255,0.208,106.993,4
MÁS DE UNA VEZ,6fmpK6IerfBrhZo4a2MYkC,245.163,62,https://open.spotify.com/track/6fmpK6IerfBrhZo4a2MYkC,spotify:track:6fmpK6IerfBrhZo4a2MYkC,0.732,0.73,9,-4.986,0.0322,0.128,3.58e-06,0.173,0.328,119.958,4
LEJOS DEL CIELO,58EM1w815O5XZGWSF7DUCf,208.934,65,https://open.spotify.com/track/58EM1w815O5XZGWSF7DUCf,spotify:track:58EM1w815O5XZGWSF7DUCf,0.521,0.77,7,-6.982,0.195,0.372,3.91e-05,0.3,0.222,92.014,4
DEJAU',2aCbaVxzJctzRCde49qLGC,182.836,69,https://open.spotify.com/track/2aCbaVxzJctzRCde49qLGC,spotify:track:2aCbaVxzJctzRCde49qLGC,0.812,0.807,5,-2.115,0.0507,0.0782,0.0101,0.433,0.567,107.022,4
GATAS,6glF8OLZEE2AHVu5YtOoiu,207.932,64,https://open.spotify.com/track/6glF8OLZEE2AHVu5YtOoiu,spotify:track:6glF8OLZEE2AHVu5YtOoiu,0.841,0.804,6,-4.373,0.0416,0.553,0.000711,0.0923,0.331,111.991,4
PANTIES Y BRASIERES,4uVEdikP5eLUy8Dq6gjiPV,197.383,67,https://open.spotify.com/track/4uVEdikP5eLUy8Dq6gjiPV,spotify:track:4uVEdikP5eLUy8Dq6gjiPV,0.888,0.758,1,-2.851,0.0706,0.34,0.00139,0.144,0.408,107.039,4
CAZADORES,6Xu7owZWwBVbhxOVA45hMK,226.772,58,https://open.spotify.com/track/6Xu7owZWwBVbhxOVA45hMK,spotify:track:6Xu7owZWwBVbhxOVA45hMK,0.824,0.757,10,-6.353,0.114,0.00511,0.00194,0.411,0.307,126.985,4
DECA' A LAS VEGAS (INTERLUDE),1ASeQDIvZNpgYknZwIJM88,87.013,54,https://open.spotify.com/track/1ASeQDIvZNpgYknZwIJM88,spotify:track:1ASeQDIvZNpgYknZwIJM88,0.862,0.87,6,-7.019,0.139,0.153,0.0264,0.157,0.503,128.084,4
QUÉ RICO CH**GAMOS,41onqkcjQIVFmz0S0b3aHV,246.746,66,https://open.spotify.com/track/41onqkcjQIVFmz0S0b3aHV,spotify:track:41onqkcjQIVFmz0S0b3aHV,0.706,0.763,0,-4.872,0.16,0.386,0.0,0.426,0.735,84.016,4
